Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Régimen y estado;Periodo;Total
Total Nacional;08 Castilla - La Mancha;;Vivienda usada;2014;7.345
Total Nacional;08 Castilla - La Mancha;;Vivienda usada;2013;6.995
Total Nacional;08 Castilla - La Mancha;;Vivienda usada;2012;7.647
Total Nacional;08 Castilla - La Mancha;;Vivienda usada;2011;8.318
Total Nacional;08 Castilla - La Mancha;;Vivienda usada;2010;9.611
Total Nacional;08 Castilla - La Mancha;;Vivienda usada;2009;9.909
Total Nacional;08 Castilla - La Mancha;;Vivienda usada;2008;17.147
Total Nacional;08 Castilla - La Mancha;;Vivienda usada;2007;25.767
Total Nacional;08 Castilla - La Mancha;;Vivienda libre;2025;33.588
Total Nacional;08 Castilla - La Mancha;;Vivienda libre;2024;28.270
Total Nacional;08 Castilla - La Mancha;;Vivienda libre;2023;24.035
Total Nacional;08 Castilla - La Mancha;;Vivienda libre;2022;25.302
Total Nacional;08 Castilla - La Mancha;;Vivienda libre;2021;22.026
Total Nacional;08 Castilla - La Mancha;;Vivienda libre;2020;16.471
Total Nacional;08 Castilla - La Mancha;;Vivienda libre;2019;18.856
Total Nacional;08 Castilla - La Mancha;;Vivienda libre;2018;17.551
Total Nacional;08 Castilla - La Mancha;;Vivienda libre;2017;15.142
Total Nacional;08 Castilla - La Mancha;;Vivienda libre;2016;12.378
Total Nacional;08 Castilla - La Mancha;;Vivienda libre;2015;10.773
Total Nacional;08 Castilla - La Mancha;;Vivienda libre;2014;10.814
Total Nacional;08 Castilla - La Mancha;;Vivienda libre;2013;12.678
Total Nacional;08 Castilla - La Mancha;;Vivienda libre;2012;13.894
Total Nacional;08 Castilla - La Mancha;;Vivienda libre;2011;14.216
Total Nacional;08 Castilla - La Mancha;;Vivienda libre;2010;17.969
Total Nacional;08 Castilla - La Mancha;;Vivienda libre;2009;18.656
Total Nacional;08 Castilla - La Mancha;;Vivienda libre;2008;30.791
Total Nacional;08 Castilla - La Mancha;;Vivienda libre;2007;35.116
Total Nacional;08 Castilla - La Mancha;;Vivienda protegida;2025;1.791
Total Nacional;08 Castilla - La Mancha;;Vivienda protegida;2024;1.762
Total Nacional;08 Castilla - La Mancha;;Vivienda protegida;2023;1.336
Total Nacional;08 Castilla - La Mancha;;Vivienda protegida;2022;1.562
Total Nacional;08 Castilla - La Mancha;;Vivienda protegida;2021;1.396
Total Nacional;08 Castilla - La Mancha;;Vivienda protegida;2020;1.194
Total Nacional;08 Castilla - La Mancha;;Vivienda protegida;2019;1.334
Total Nacional;08 Castilla - La Mancha;;Vivienda protegida;2018;1.436
Total Nacional;08 Castilla - La Mancha;;Vivienda protegida;2017;1.331
Total Nacional;08 Castilla - La Mancha;;Vivienda protegida;2016;1.012
Total Nacional;08 Castilla - La Mancha;;Vivienda protegida;2015;1.168
Total Nacional;08 Castilla - La Mancha;;Vivienda protegida;2014;1.232
Total Nacional;08 Castilla - La Mancha;;Vivienda protegida;2013;1.495
Total Nacional;08 Castilla - La Mancha;;Vivienda protegida;2012;2.496
Total Nacional;08 Castilla - La Mancha;;Vivienda protegida;2011;2.205
Total Nacional;08 Castilla - La Mancha;;Vivienda protegida;2010;2.512
Total Nacional;08 Castilla - La Mancha;;Vivienda protegida;2009;2.397
Total Nacional;08 Castilla - La Mancha;;Vivienda protegida;2008;3.322
Total Nacional;08 Castilla - La Mancha;;Vivienda protegida;2007;3.523
Total Nacional;08 Castilla - La Mancha;02 Albacete;Viviendas: Total;2025;4.796
Total Nacional;08 Castilla - La Mancha;02 Albacete;Viviendas: Total;2024;3.816
Total Nacional;08 Castilla - La Mancha;02 Albacete;Viviendas: Total;2023;3.676
Total Nacional;08 Castilla - La Mancha;02 Albacete;Viviendas: Total;2022;4.029
Total Nacional;08 Castilla - La Mancha;02 Albacete;Viviendas: Total;2021;3.446
Total Nacional;08 Castilla - La Mancha;02 Albacete;Viviendas: Total;2020;2.671
Total Nacional;08 Castilla - La Mancha;02 Albacete;Viviendas: Total;2019;3.170
Total Nacional;08 Castilla - La Mancha;02 Albacete;Viviendas: Total;2018;2.958
Total Nacional;08 Castilla - La Mancha;02 Albacete;Viviendas: Total;2017;2.741
Total Nacional;08 Castilla - La Mancha;02 Albacete;Viviendas: Total;2016;2.178
Total Nacional;08 Castilla - La Mancha;02 Albacete;Viviendas: Total;2015;1.968
Total Nacional;08 Castilla - La Mancha;02 Albacete;Viviendas: Total;2014;1.919
Total Nacional;08 Castilla - La Mancha;02 Albacete;Viviendas: Total;2013;1.849
Total Nacional;08 Castilla - La Mancha;02 Albacete;Viviendas: Total;2012;2.088
Total Nacional;08 Castilla - La Mancha;02 Albacete;Viviendas: Total;2011;2.493
Total Nacional;08 Castilla - La Mancha;02 Albacete;Viviendas: Total;2010;4.076
Total Nacional;08 Castilla - La Mancha;02 Albacete;Viviendas: Total;2009;3.364
Total Nacional;08 Castilla - La Mancha;02 Albacete;Viviendas: Total;2008;4.376
Total Nacional;08 Castilla - La Mancha;02 Albacete;Viviendas: Total;2007;6.251
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda nueva;2025;987
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda nueva;2024;720
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda nueva;2023;777
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda nueva;2022;782
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda nueva;2021;751
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda nueva;2020;631
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda nueva;2019;874
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda nueva;2018;700
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda nueva;2017;605
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda nueva;2016;430
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda nueva;2015;474
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda nueva;2014;716
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda nueva;2013;918
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda nueva;2012;1.142
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda nueva;2011;1.461
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda nueva;2010;2.257
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda nueva;2009;1.688
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda nueva;2008;1.980
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda nueva;2007;2.343
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda usada;2025;3.809
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda usada;2024;3.096
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda usada;2023;2.899
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda usada;2022;3.247
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda usada;2021;2.695
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda usada;2020;2.040
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda usada;2019;2.296
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda usada;2018;2.258
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda usada;2017;2.136
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda usada;2016;1.748
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda usada;2015;1.494
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda usada;2014;1.203
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda usada;2013;931
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda usada;2012;946
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda usada;2011;1.032
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda usada;2010;1.819
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda usada;2009;1.676
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda usada;2008;2.396
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda usada;2007;3.908
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda libre;2025;4.428
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda libre;2024;3.502
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda libre;2023;3.363
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda libre;2022;3.673
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda libre;2021;3.167
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda libre;2020;2.417
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda libre;2019;2.857
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda libre;2018;2.565
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda libre;2017;2.497
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda libre;2016;1.959
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda libre;2015;1.634
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda libre;2014;1.671
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda libre;2013;1.623
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda libre;2012;1.540
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda libre;2011;1.958
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda libre;2010;3.489
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda libre;2009;2.835
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda libre;2008;3.587
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda libre;2007;5.345
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda protegida;2025;368
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda protegida;2024;314
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda protegida;2023;313
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda protegida;2022;356
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda protegida;2021;279
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda protegida;2020;254
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda protegida;2019;313
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda protegida;2018;393
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda protegida;2017;244
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda protegida;2016;219
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda protegida;2015;334
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda protegida;2014;248
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda protegida;2013;226
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda protegida;2012;548
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda protegida;2011;535
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda protegida;2010;587
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda protegida;2009;529
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda protegida;2008;789
Total Nacional;08 Castilla - La Mancha;02 Albacete;Vivienda protegida;2007;906
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viviendas: Total;2025;7.816
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viviendas: Total;2024;6.246
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viviendas: Total;2023;4.869
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viviendas: Total;2022;5.217
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viviendas: Total;2021;4.281
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viviendas: Total;2020;3.161
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viviendas: Total;2019;3.480
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viviendas: Total;2018;3.193
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viviendas: Total;2017;2.986
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viviendas: Total;2016;2.475
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viviendas: Total;2015;2.276
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viviendas: Total;2014;2.708
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viviendas: Total;2013;3.047
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viviendas: Total;2012;3.359
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viviendas: Total;2011;3.255
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viviendas: Total;2010;5.420
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viviendas: Total;2009;4.948
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viviendas: Total;2008;7.560
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viviendas: Total;2007;7.865
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda nueva;2025;1.441
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda nueva;2024;1.114
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda nueva;2023;657
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda nueva;2022;653
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda nueva;2021;616
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda nueva;2020;467
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda nueva;2019;545
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda nueva;2018;507
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda nueva;2017;473
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda nueva;2016;351
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda nueva;2015;462
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda nueva;2014;948
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda nueva;2013;1.266
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda nueva;2012;1.599
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda nueva;2011;1.502
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda nueva;2010;2.893
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda nueva;2009;2.716
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda nueva;2008;3.799
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda nueva;2007;2.892
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda usada;2025;6.375
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda usada;2024;5.132
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda usada;2023;4.212
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda usada;2022;4.564
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda usada;2021;3.665
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda usada;2020;2.694
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda usada;2019;2.935
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda usada;2018;2.686
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda usada;2017;2.513
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda usada;2016;2.124
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda usada;2015;1.814
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda usada;2014;1.760
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda usada;2013;1.781
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda usada;2012;1.760
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda usada;2011;1.753
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda usada;2010;2.527
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda usada;2009;2.232
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda usada;2008;3.761
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda usada;2007;4.973
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda libre;2025;7.226
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda libre;2024;5.807
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda libre;2023;4.485
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda libre;2022;4.868
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda libre;2021;3.865
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda libre;2020;2.971
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda libre;2019;3.180
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda libre;2018;2.850
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda libre;2017;2.612
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda libre;2016;2.209
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda libre;2015;1.980
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda libre;2014;2.325
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda libre;2013;2.580
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda libre;2012;2.877
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda libre;2011;2.674
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda libre;2010;4.523
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda libre;2009;4.151
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda libre;2008;6.114
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda libre;2007;6.761
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda protegida;2025;590
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda protegida;2024;439
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda protegida;2023;384
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda protegida;2022;349
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda protegida;2021;416
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda protegida;2020;190
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda protegida;2019;300
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda protegida;2018;343
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda protegida;2017;374
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda protegida;2016;266
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda protegida;2015;296
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda protegida;2014;383
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda protegida;2013;467
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda protegida;2012;482
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda protegida;2011;581
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda protegida;2010;897
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda protegida;2009;797
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda protegida;2008;1.446
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Vivienda protegida;2007;1.104
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viviendas: Total;2025;2.327
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viviendas: Total;2024;2.233
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viviendas: Total;2023;1.898
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viviendas: Total;2022;2.018
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viviendas: Total;2021;1.857
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viviendas: Total;2020;1.360
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viviendas: Total;2019;1.509
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viviendas: Total;2018;1.395
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viviendas: Total;2017;1.411
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viviendas: Total;2016;1.025
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viviendas: Total;2015;929
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viviendas: Total;2014;966
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viviendas: Total;2013;1.361
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viviendas: Total;2012;1.579
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viviendas: Total;2011;1.167
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viviendas: Total;2010;1.569
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viviendas: Total;2009;2.298
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viviendas: Total;2008;2.954
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viviendas: Total;2007;4.155
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda nueva;2025;136
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda nueva;2024;263
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda nueva;2023;104
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda nueva;2022;128
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda nueva;2021;150
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda nueva;2020;78
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda nueva;2019;110
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda nueva;2018;142
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda nueva;2017;99
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda nueva;2016;70
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda nueva;2015;78
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda nueva;2014;218
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda nueva;2013;654
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda nueva;2012;676
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda nueva;2011;392
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda nueva;2010;628
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda nueva;2009;1.072
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda nueva;2008;776
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda nueva;2007;585
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda usada;2025;2.191
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda usada;2024;1.970
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda usada;2023;1.794
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda usada;2022;1.890
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda usada;2021;1.707
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda usada;2020;1.282
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda usada;2019;1.399
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda usada;2018;1.253
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda usada;2017;1.312
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda usada;2016;955
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda usada;2015;851
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda usada;2014;748
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda usada;2013;707
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda usada;2012;903
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda usada;2011;775
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda usada;2010;941
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda usada;2009;1.226
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda usada;2008;2.178
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda usada;2007;3.570
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda libre;2025;2.189
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda libre;2024;2.109
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda libre;2023;1.772
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda libre;2022;1.892
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda libre;2021;1.725
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda libre;2020;1.286
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda libre;2019;1.414
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda libre;2018;1.329
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda libre;2017;1.334
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda libre;2016;962
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda libre;2015;845
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda libre;2014;887
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda libre;2013;1.195
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda libre;2012;1.257
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda libre;2011;1.030
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda libre;2010;1.350
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda libre;2009;1.930
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda libre;2008;2.849
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda libre;2007;3.722
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda protegida;2025;138
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda protegida;2024;124
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda protegida;2023;126
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda protegida;2022;126
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda protegida;2021;132
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda protegida;2020;74
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda protegida;2019;95
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda protegida;2018;66
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda protegida;2017;77
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda protegida;2016;63
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda protegida;2015;84
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda protegida;2014;79
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda protegida;2013;166
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda protegida;2012;322
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda protegida;2011;137
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda protegida;2010;219
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda protegida;2009;368
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda protegida;2008;105
